pH,Turbidity,Temperature,Conductivity,Label,source,Severity,Water_Source_Type,Solids,Road_Accessibility,Hardness,Priority_Level,Soil_Type,Report_ID,Trihalomethanes,pH,Longitude,Organic_carbon,Repair_Team_Availability,Population_Density,Distance_to_TreatmentPlant,Failure_Risk_Score,Season,Latitude,Population_Impacted,Elevation,Report_Type,Report_Language,Sulfate,Local_Authority_Responsiveness,Potability,Chloramines,ph,Infrastructure_Age,Historical_Issue_Frequency,Report_Year,Report_Month,Report_Day,Hour_of_Day,Issue_Frequency_per_Year,Distance_vs_Response,Temp_Elevation_Index
-0.17219587666461078,0.21338606179893177,-0.29899261889722784,-0.3145744370076993,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-0.29899755332863714
-0.05873037497689858,0.2327724025013859,0.2574218305831672,-0.41267120675359464,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,0.25742607895013675
-0.23365635674545482,0.07255284736501023,0.746660110863304,-0.18679657897613255,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,0.7466724333852335
0.2438442961903336,0.1724143252622877,-1.300959119554556,-0.7819964344414502,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-1.3009805899626397
0.3951316317739503,-0.04392402166630798,-1.032429153092641,-0.564327054058123,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-1.0324461918103849
-0.2289286275084669,0.04598777423866463,-0.814188889418866,-0.4412683992646803,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-0.8142023264035109
0.38567617329997367,0.32593249812877867,0.5346874754047083,-0.569088911033584,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,0.5346962996314819
-0.05400264573991067,0.19063317503861463,-1.3482528032302368,-0.6587665684539348,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-1.3482750541506925
-0.08709675039882642,0.3031873553612379,-0.8031320844450163,-0.8249484084351104,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,-0.8031453389534315
0.35730979787804623,0.225620868797388,0.6457122378130977,-0.10551986558952751,1.7873999831249072,-0.14790916800838805,0.43208345313517665,0.0030981255441525552,-0.4444979600221972,0.06805253810256828,0.037317134609020516,0.41620281451721053,0.4643694359866896,RPT_00001,0.008256738563882851,0.007246379120324847,0.002312936140450575,-0.3781619015018409,-0.004616468520077284,0.010372604201132797,0.0161353854018876,-0.016345674696010257,-0.3705241363166782,0.005443563213531451,-0.008764341651546081,-0.016503250124790685,0.4637765746262446,0.3548952467447153,0.1103119107804573,0.007275090073164927,-0.5519377198009932,-0.21488828715323094,-0.011254254522026108,0.0054853364310452615,0.0047282855992786515,0.0,-0.5205656527948019,0.509234596310806,-0.4923489610619654,0.004702490854875745,0.15041129670348233,0.6457228943395343
